"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MLI","Mali","2011","2011",289.28364,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MLI","Mali","2012","2012",232.54051,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MLI","Mali","2013","2013",210.12599,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MLI","Mali","2014","2014",283.43215,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MLI","Mali","2015","2015",301.76557,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MLI","Mali","2016","2016",272.18098,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MLI","Mali","2017","2017",279.04032,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","HRV","Croatia","2010","2010",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","HRV","Croatia","2011","2011",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","HRV","Croatia","2013","2013",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","HRV","Croatia","2014","2014",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","HRV","Croatia","2015","2015",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","HRV","Croatia","2017","2017",,"a","Category not applicable"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ISR","Israel","2010","2010",764.66709,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ISR","Israel","2011","2011",770.94906,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ISR","Israel","2012","2012",795.01854,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ISR","Israel","2013","2013",782.25395,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ISR","Israel","2014","2014",811.68222,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ISR","Israel","2015","2015",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ISR","Israel","2016","2016",15.56693,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ISR","Israel","2017","2017",15.25714,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ISR","Israel","2018","2018",16.16487,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LTU","Lithuania","2010","2010",4030.66844,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LTU","Lithuania","2011","2011",4125.28704,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LTU","Lithuania","2012","2012",3986.11228,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LTU","Lithuania","2013","2013",3992.55229,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LTU","Lithuania","2014","2014",4029.80504,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LTU","Lithuania","2015","2015",3873.69355,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LTU","Lithuania","2016","2016",3761.87647,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LTU","Lithuania","2017","2017",3734.78047,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LTU","Lithuania","2018","2018",3966.08641,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","JPN","Japan","2010","2010",33773.39153,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","JPN","Japan","2011","2011",34136.66762,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","JPN","Japan","2012","2012",35745.76191,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","JPN","Japan","2013","2013",35769.91488,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","JPN","Japan","2014","2014",37108.27694,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","JPN","Japan","2016","2016",31901.23037,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","JPN","Japan","2017","2017",32354.70938,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","JPN","Japan","2018","2018",33018.04257,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","IND","India","2010","2010",162807.70239,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","IND","India","2011","2011",198528.26203,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","IND","India","2012","2012",212859.04536,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","IND","India","2013","2013",223148.32271,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","IND","India","2015","2015",217919.70726,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","IND","India","2016","2016",247181.59635,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MUS","Mauritius","2010","2010",42.1775,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MUS","Mauritius","2011","2011",82.57553,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MUS","Mauritius","2012","2012",55.4282,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MUS","Mauritius","2013","2013",43.3406,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MUS","Mauritius","2014","2014",58.70166,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MUS","Mauritius","2015","2015",62.58032,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MUS","Mauritius","2016","2016",61.00269,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MUS","Mauritius","2017","2017",60.7702,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MUS","Mauritius","2018","2018",60.92807,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MUS","Mauritius","2019","2019",61.4018,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MUS","Mauritius","2020","2020",61.83876,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BHR","Bahrain","2012","2012",1585.8583,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BHR","Bahrain","2013","2013",1565.32181,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BHR","Bahrain","2014","2014",1627.20282,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BHR","Bahrain","2015","2015",1807.60415,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BHR","Bahrain","2017","2017",1696.74882,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","WSM","Samoa","2016","2016",4.86176,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MWI","Malawi","2010","2010",466.53557,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MWI","Malawi","2011","2011",584.92445,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MWI","Malawi","2013","2013",815.0208,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MWI","Malawi","2014","2014",766.16679,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MWI","Malawi","2015","2015",938.48393,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MWI","Malawi","2016","2016",816.81384,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MWI","Malawi","2017","2017",710.66457,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MWI","Malawi","2018","2018",864.4057,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","KNA","Saint Kitts and Nevis","2015","2015",35.44077,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MEX","Mexico","2010","2010",106448.58338,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MEX","Mexico","2011","2011",109201.92401,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MEX","Mexico","2012","2012",113122.97475,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MEX","Mexico","2013","2013",105509.16354,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MEX","Mexico","2014","2014",121489.35362,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MEX","Mexico","2015","2015",124820.64659,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MEX","Mexico","2016","2016",120201.25453,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MEX","Mexico","2017","2017",113020.85281,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MEX","Mexico","2018","2018",108758.16613,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","NER","Niger","2010","2010",475.83781,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","NER","Niger","2011","2011",550.69993,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","NER","Niger","2012","2012",630.39365,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","NER","Niger","2013","2013",768.62844,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","NER","Niger","2014","2014",1133.85436,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","NER","Niger","2015","2015",1040.38219,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","NER","Niger","2016","2016",728.37276,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","NER","Niger","2017","2017",663.41211,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","NER","Niger","2018","2018",951.37882,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SWE","Sweden","2010","2010",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SWE","Sweden","2011","2011",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SWE","Sweden","2012","2012",,"a","Category not applicable"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SWE","Sweden","2013","2013",,"a","Category not applicable"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SWE","Sweden","2014","2014",,"a","Category not applicable"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SWE","Sweden","2015","2015",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SWE","Sweden","2016","2016",,"a","Category not applicable"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SWE","Sweden","2017","2017",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SWE","Sweden","2018","2018",,"n","Magnitude nil or negligible"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","IRN","Iran (Islamic Republic of)","2010","2010",1364.2488,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","IRN","Iran (Islamic Republic of)","2011","2011",1635.07754,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","IRN","Iran (Islamic Republic of)","2012","2012",1493.52347,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","IRN","Iran (Islamic Republic of)","2013","2013",1617.99585,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","IRN","Iran (Islamic Republic of)","2014","2014",1419.04595,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","IRN","Iran (Islamic Republic of)","2015","2015",1622.05671,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","IRN","Iran (Islamic Republic of)","2016","2016",1502.19916,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","IRN","Iran (Islamic Republic of)","2017","2017",1650.63531,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","IRN","Iran (Islamic Republic of)","2018","2018",1805.94251,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","IRN","Iran (Islamic Republic of)","2019","2019",1499.25904,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DNK","Denmark","2010","2010",726.26239,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DNK","Denmark","2011","2011",661.28077,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DNK","Denmark","2012","2012",489.13031,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DNK","Denmark","2013","2013",487.7816,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DNK","Denmark","2014","2014",482.69309,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","DNK","Denmark","2017","2017",,"n","Magnitude nil or negligible"
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","LKA","Sri Lanka","2010","2010",537.19201,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","LKA","Sri Lanka","2011","2011",662.83629,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","LKA","Sri Lanka","2012","2012",631.14515,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","LKA","Sri Lanka","2013","2013",797.49647,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","LKA","Sri Lanka","2014","2014",952.77092,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","LKA","Sri Lanka","2015","2015",1108.8157,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","LKA","Sri Lanka","2016","2016",1121.47908,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","LKA","Sri Lanka","2017","2017",1008.09832,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","LKA","Sri Lanka","2018","2018",1263.98339,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SVK","Slovakia","2010","2010",5666.06522,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SVK","Slovakia","2011","2011",5606.94364,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SVK","Slovakia","2012","2012",5623.3202,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SVK","Slovakia","2013","2013",5966.32096,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SVK","Slovakia","2014","2014",6348.39653,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SVK","Slovakia","2015","2015",7250.66589,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SVK","Slovakia","2016","2016",6297.60017,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SVK","Slovakia","2017","2017",6531.53997,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SVK","Slovakia","2018","2018",6822.55489,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZMB","Zambia","2015","2015",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZMB","Zambia","2016","2016",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZMB","Zambia","2017","2017",,"a","Category not applicable"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","COM","Comoros","2011","2011",59.89622,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","COM","Comoros","2012","2012",60.00884,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","COM","Comoros","2013","2013",54.37761,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","COM","Comoros","2014","2014",63.95373,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","COM","Comoros","2015","2015",59.96308,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SYC","Seychelles","2012","2012",8.49911,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SYC","Seychelles","2013","2013",18.14334,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SYC","Seychelles","2014","2014",14.43877,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SYC","Seychelles","2016","2016",12.27852,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","JAM","Jamaica","2010","2010",1714.08604,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","JAM","Jamaica","2011","2011",1661.54398,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","JAM","Jamaica","2012","2012",1648.70868,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","JAM","Jamaica","2013","2013",1675.75306,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","JAM","Jamaica","2014","2014",1621.22675,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","JAM","Jamaica","2015","2015",1480.26376,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","JAM","Jamaica","2016","2016",1455.37835,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","JAM","Jamaica","2017","2017",1460.27713,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","JAM","Jamaica","2018","2018",1518.05568,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","JAM","Jamaica","2019","2019",1476.59215,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","AZE","Azerbaijan","2018","2018",75.74914,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","AZE","Azerbaijan","2019","2019",94.30549,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BDI","Burundi","2010","2010",91.84781,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BDI","Burundi","2011","2011",86.2851,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BDI","Burundi","2012","2012",103.67766,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BDI","Burundi","2013","2013",124.51886,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CPV","Cabo Verde","2010","2010",174.13943,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CPV","Cabo Verde","2011","2011",164.02057,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CPV","Cabo Verde","2013","2013",165.7287,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CPV","Cabo Verde","2014","2014",165.4889,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CPV","Cabo Verde","2015","2015",177.35999,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CPV","Cabo Verde","2016","2016",186.47783,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CPV","Cabo Verde","2017","2017",189.46734,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","CPV","Cabo Verde","2019","2019",191.17208,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","TUR","Turkey","2018","2018",,"a","Category not applicable"
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CHL","Chile","2010","2010",3340.59172,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CHL","Chile","2011","2011",3362.23682,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CHL","Chile","2012","2012",3852.70551,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CHL","Chile","2013","2013",4848.87754,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CHL","Chile","2014","2014",4969.32857,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CHL","Chile","2015","2015",5447.99833,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CHL","Chile","2016","2016",6003.97077,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CHL","Chile","2017","2017",6128.17029,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CHL","Chile","2018","2018",6350.1145,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BRN","Brunei Darussalam","2010","2010",525.24879,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BRN","Brunei Darussalam","2011","2011",874.75087,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BRN","Brunei Darussalam","2012","2012",789.36163,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BRN","Brunei Darussalam","2014","2014",904.71643,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BRN","Brunei Darussalam","2016","2016",1159.49042,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","NAM","Namibia","2010","2010",1488.8518,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","NZL","New Zealand","2010","2010",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","NZL","New Zealand","2011","2011",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","NZL","New Zealand","2012","2012",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","NZL","New Zealand","2013","2013",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","NZL","New Zealand","2014","2014",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","NZL","New Zealand","2015","2015",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","NZL","New Zealand","2016","2016",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","NZL","New Zealand","2017","2017",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","NZL","New Zealand","2018","2018",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BRB","Barbados","2010","2010",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BRB","Barbados","2012","2012",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BRB","Barbados","2013","2013",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BRB","Barbados","2014","2014",13.77607,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BRB","Barbados","2016","2016",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BRB","Barbados","2017","2017",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BRB","Barbados","2019","2019",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BRB","Barbados","2020","2020",,"n","Magnitude nil or negligible"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ALB","Albania","2013","2013",1183.60674,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ALB","Albania","2015","2015",1196.08328,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ALB","Albania","2016","2016",1424.11816,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ALB","Albania","2017","2017",1347.54525,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ALB","Albania","2019","2019",1566.17542,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","CMR","Cameroon","2010","2010",3.11782,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","CMR","Cameroon","2011","2011",,"n","Magnitude nil or negligible"
